Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_038324	9073	Melon yellowing-associated virus genomic RNA	Melon yellowing-associated virus genomic RNA, complete genome, isolate: M22.
NC_038325	8255	Caucasus prunus virus isolate Aze204	Caucasus prunus virus isolate Aze204, complete genome.
NC_038332	43810	Fowl adenovirus 6 strain CR119	Fowl adenovirus 6 strain CR119, complete genome.
NC_038333	29474	Bottlenose dolphin adenovirus 1 strain Tt11018	Bottlenose dolphin adenovirus 1 strain Tt11018, partial genome.
NC_038371	107439	Clostera anastomosis granulovirus B	Clostera anastomosis granulovirus B, complete genome.
NC_038375	175360	UNVERIFIED: Trichoplusia ni granulovirus LBIV-12	UNVERIFIED: Trichoplusia ni granulovirus LBIV-12, complete genome.
NC_038379	13221	Cacao swollen shoot Togo A virus isolate Hebei	Cacao swollen shoot Togo A virus isolate Hebei, complete genome.
NC_038420	13387	Mint vein banding-associated virus isolate NCGR MEN 454	Mint vein banding-associated virus isolate NCGR MEN 454, partial genome.
NC_038421	16883	Cordyline virus 1 isolate Kahaluu-1	Cordyline virus 1 isolate Kahaluu-1, complete genome.
NC_038433	10479	Theiler\'s disease-associated virus	Theiler\'s disease-associated virus, complete genome
NC_038434	10465	Pegivirus F isolate PDB-1698 polyprotein gene	Pegivirus F isolate PDB-1698 polyprotein gene, complete cds.
NC_003878	6513	Zucchini green mottle mosaic virus	Zucchini green mottle mosaic virus, complete genome.
NC_038435	10767	Pegivirus G isolate PDB-620 polyprotein gene	Pegivirus G isolate PDB-620 polyprotein gene, complete cds.
NC_038436	9538	Human hepegivirus isolate AK-790 polyprotein gene	Human hepegivirus isolate AK-790 polyprotein gene, complete cds.
NC_038437	9777	Pegivirus I isolate PDB-1715 polyprotein gene	Pegivirus I isolate PDB-1715 polyprotein gene, complete cds.
NC_038507	103531	Bohle iridovirus isolate BIV-ME 93/35	Bohle iridovirus isolate BIV-ME 93/35, complete genome.
NC_007537	2299	Rosellinia necatrix partitivirus 1-W8	Rosellinia necatrix partitivirus 1-W8, segment 1
NC_038509	600	Groundnut rosette assistor virus clone N15GCP coat protein gene	Groundnut rosette assistor virus clone N15GCP coat protein gene, complete cds.
NC_008283	2750	Pepper yellow leaf curl Indonesia virus	Pepper yellow leaf curl Indonesia virus, segment DNA A
NC_038511	380011	Tunisvirus fontaine2 strain U484	Tunisvirus fontaine2 strain U484, complete genome.
NC_038527	8249	Rhinolophus ferrumequinum papillomavirus type 1	Rhinolophus ferrumequinum papillomavirus type 1, complete genome.
NC_038550	426	Paramecium bursaria Chlorella virus IL3A deoxyuridine triphosphatase gene	Paramecium bursaria Chlorella virus IL3A deoxyuridine triphosphatase gene, complete cds.
NC_038553	274793	Heterosigma akashiwo virus 01 isolate HaV53	Heterosigma akashiwo virus 01 isolate HaV53, complete genome.
NC_004810	7976	Cucurbit yellow stunting disorder virus	Cucurbit yellow stunting disorder virus, segment RNA 2
NC_006999	3176	Cassia yellow blotch virus	Cassia yellow blotch virus, segment RNA 1
NC_038510	612	Sweet potato leaf speckling virus coat protein (CP) and 17K protein genes	Sweet potato leaf speckling virus coat protein (CP) and 17K protein genes, complete cds.
NC_008284	2726	Pepper yellow leaf curl Indonesia virus	Pepper yellow leaf curl Indonesia virus, segment DNA B
NC_038560	8174	Broad-leafed dock virus A isolate ab032 Auckland	Broad-leafed dock virus A isolate ab032 Auckland, complete genome.
NC_038561	8208	Yam chlorotic necrotic mosaic virus isolate YS	Yam chlorotic necrotic mosaic virus isolate YS, complete genome.
NC_005221	1720	Uukuniemi virus	Uukuniemi virus, segment S
NC_004215	1947	Kadipiro virus chromosome segment 5	Kadipiro virus chromosome segment 5, complete genome.
NC_038562	9455	Gloriosa stripe mosaic virus isolate CB polyprotein gene	Gloriosa stripe mosaic virus isolate CB polyprotein gene, complete cds.
NC_004216	1670	Kadipiro virus chromosome segment 6	Kadipiro virus chromosome segment 6, complete genome.
NC_038669	9100	Puma lentivirus 14 (gag)	Puma lentivirus 14 (gag), polyprotein (pol), viral infectivity factor (vif), and envelope precursor (env) genes, complete cds.
NC_038670	11385	Cabassou virus strain CaAr 508	Cabassou virus strain CaAr 508, complete genome.
NC_038671	11395	Everglades virus	Everglades virus, complete sequence.
NC_038672	11391	Mucambo virus strain Mucambo BeAn 8	Mucambo virus strain Mucambo BeAn 8, complete genome.
NC_038673	11344	Pixuna virus strain Pixuna BeAr 35645	Pixuna virus strain Pixuna BeAr 35645, complete genome.
NC_038674	11494	Rio Negro virus strain AG80-663	Rio Negro virus strain AG80-663, complete genome.
NC_038675	11530	Tonate virus strain Tonate CaAn 410d	Tonate virus strain Tonate CaAn 410d, complete genome.
NC_001265	4003	Carnation mottle virus (CarMV) complete genomic RNA sequence.	Carnation mottle virus (CarMV) complete genomic RNA sequence.
NC_038709	11980	Hazara virus	Hazara virus, segment L
NC_038787	8220	Diodia vein chlorosis virus	Diodia vein chlorosis virus, segment RNA 2
NC_038788	8467	Tetterwort vein chlorosis virus	Tetterwort vein chlorosis virus, segment RNA1
NC_038789	8113	Tetterwort vein chlorosis virus	Tetterwort vein chlorosis virus, segment RNA2
NC_004618	2787	Chayote yellow mosaic virus	Chayote yellow mosaic virus, complete genome.
NC_002469	6440	Ovine astrovirus	Ovine astrovirus, complete genome.
NC_038848	8717	Citrus leprosis virus C2	Citrus leprosis virus C2, segment RNA1
NC_038857	11465	Mosso das Pedras virus	Mosso das Pedras virus, complete sequence.
NC_038861	28586	Transmissible gastroenteritis virus complete genome	Transmissible gastroenteritis virus complete genome, genomic RNA.
NC_038866	615	Belladonna mottle virus VP gene for virion protein and ORF.	Belladonna mottle virus VP gene for virion protein and ORF.
NC_003610	6514	Kyuri green mottle mosaic virus	Kyuri green mottle mosaic virus, complete genome.
NC_038880	8749	Rosavirus M-7 polyprotein gene	Rosavirus M-7 polyprotein gene, complete cds.
NC_038912	12298	Classical swine fever virus	Classical swine fever virus, strain Alfort/187 complete genome.
NC_038920	9283	Tomato mild mottle virus gene for polyprotein	Tomato mild mottle virus gene for polyprotein, genomic RNA.
NC_038937	549	Pongine herpesvirus 3 BALF1-like protein (BALF1) gene	Pongine herpesvirus 3 BALF1-like protein (BALF1) gene, complete cds.
NC_003400	6985	Scallion virus X	Scallion virus X, complete genome.
NC_038943	585	Main Drain virus	Main Drain virus, segment L
NC_004655	2785	East African cassava mosaic Zanzibar virus	East African cassava mosaic Zanzibar virus, segment DNA A
NC_038957	9101	Picornavirus HK21 polyprotein gene	Picornavirus HK21 polyprotein gene, complete cds.
NC_038964	11276	Porcine pestivirus 1 strain 000515 polyprotein mRNA	Porcine pestivirus 1 strain 000515 polyprotein mRNA, complete cds.
NC_038966	8881	Atractylodes mottle virus isolate SK	Atractylodes mottle virus isolate SK, complete genome.
NC_038977	8178	Sclerotinia sclerotiorum deltaflexivirus 1 isolate AX19 polyprotein and hypothetical protein genes	Sclerotinia sclerotiorum deltaflexivirus 1 isolate AX19 polyprotein and hypothetical protein genes, complete cds.
NC_038979	8327	Soybean leaf-associated mycoflexivirus 1 isolate SaNSRV1-1	Soybean leaf-associated mycoflexivirus 1 isolate SaNSRV1-1, partial sequence.
NC_038984	9448	Daphne virus Y isolate SK	Daphne virus Y isolate SK, complete genome.
NC_039002	8259	Bellflower veinal mottle virus isolate SW	Bellflower veinal mottle virus isolate SW, complete genome.
NC_039004	9702	Penguin megrivirus isolate KGI-Bel-P5/2015	Penguin megrivirus isolate KGI-Bel-P5/2015, complete genome.
NC_039013	8804	Jungle carpet python virus	Jungle carpet python virus, complete genome.
NC_039014	8810	Southwest carpet python virus	Southwest carpet python virus, complete genome.
NC_039015	15444	Avian paramyxovirus 14 isolate APMV14/duck/Japan/11OG0352/2011	Avian paramyxovirus 14 isolate APMV14/duck/Japan/11OG0352/2011, complete genome.
NC_039016	15180	Avian paramyxovirus UPO216 isolate APMV-15/WB/Kr/UPO216/2014	Avian paramyxovirus UPO216 isolate APMV-15/WB/Kr/UPO216/2014, complete genome.
NC_039017	14926	Antarctic penguin virus A	Antarctic penguin virus A, complete genome.
NC_039018	14931	Antarctic penguin virus B	Antarctic penguin virus B, complete genome.
NC_039019	15017	Antarctic penguin virus C	Antarctic penguin virus C, complete genome.
NC_039020	10843	Kanyawara virus isolate MPK004 nucleoprotein	Kanyawara virus isolate MPK004 nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.
NC_039021	13296	Beatrice Hill virus isolate CSIRO 25	Beatrice Hill virus isolate CSIRO 25, complete genome.
NC_039022	11649	Puma feline foamy virus isolate FFVpc-X102	Puma feline foamy virus isolate FFVpc-X102, complete genome.
NC_039023	12118	UNVERIFIED: Brown greater galago prosimian foamy virus	UNVERIFIED: Brown greater galago prosimian foamy virus, complete genome.
NC_039024	13220	Central cimpanzee simian foamy virus isolate BAD327	Central cimpanzee simian foamy virus isolate BAD327, complete genome.
NC_039025	11954	Eastern chimpanzee simian foamy virus clone pHSRV13	Eastern chimpanzee simian foamy virus clone pHSRV13, complete genome.
NC_039026	12957	Japanese macaque simian foamy virus proviral DNA	Japanese macaque simian foamy virus proviral DNA, complete genome, clone: JM356.
NC_005053	1996	Mulard duck circovirus	Mulard duck circovirus, complete genome.
NC_015961	2605	Tomato chlorotic leaf distortion virus-[Venezuela:Zulia:2004]	Tomato chlorotic leaf distortion virus-[Venezuela:Zulia:2004], segment DNA B
NC_039027	12212	Spider monkey foamy virus strain ATCC VR-940	Spider monkey foamy virus strain ATCC VR-940, complete genome.
NC_039028	11684	Squirrel monkey foamy virus isolate 1224	Squirrel monkey foamy virus isolate 1224, complete genome.
NC_039029	12258	Western lowland gorilla simian foamy virus	Western lowland gorilla simian foamy virus, complete genome.
NC_039030	11744	White-tufted-ear marmoset simian foamy virus	White-tufted-ear marmoset simian foamy virus, complete genome.
NC_039031	11764	Yellow-breasted capuchin simian foamy virus isolate Z17	Yellow-breasted capuchin simian foamy virus isolate Z17, complete genome.
NC_039032	40930	Psittacine aviadenovirus B isolate CS15-4016	Psittacine aviadenovirus B isolate CS15-4016, complete genome.
NC_039034	107772	Common midwife toad ranavirus isolate Pelophylax kl. esculentus/2013/NL	Common midwife toad ranavirus isolate Pelophylax kl. esculentus/2013/NL, complete genome.
NC_039035	606	Barley yellow dwarf virus-GPV isolate 05YC3 coat protein gene	Barley yellow dwarf virus-GPV isolate 05YC3 coat protein gene, complete cds.
NC_039085	12823	Simian foamy virus-orangutan complete proviral genome	Simian foamy virus-orangutan complete proviral genome, isolate bella.
NC_005132	6966	Botrytis virus X	Botrytis virus X, complete genome.
NC_039088	8249	Cardamom mosaic virus isolate KS	Cardamom mosaic virus isolate KS, complete genome.
NC_038931	13669	Thermoproteus tenax virus 1 (TTV1) genome.	Thermoproteus tenax virus 1 (TTV1) genome.
NC_005079	7196	Machupo mammarenavirus	Machupo mammarenavirus, segment L
NC_005175	909	Aquareovirus C	Aquareovirus C, segment 10
NC_005218	1696	Hantaan orthohantavirus	Hantaan orthohantavirus, segment S
NC_006308	2363	Influenza C virus (C/Ann Arbor/1/50)	Influenza C virus (C/Ann Arbor/1/50), segment 2
NC_039189	8902	Parrot bornavirus 1 strain M25 N protein (N)	Parrot bornavirus 1 strain M25 N protein (N), X protein (X), P protein (P), matrix protein (M), glycoprotein (G), and viral polymerase (L) genes, complete cds.
NC_039190	8973	Parrot bornavirus 5 strain 2014-A	Parrot bornavirus 5 strain 2014-A, partial genome.
NC_039194	16236	Avian paramyxovirus 6 strain APMV-6/Goose/FarEast/4440/2003	Avian paramyxovirus 6 strain APMV-6/Goose/FarEast/4440/2003, complete genome.
NC_039195	15342	Avian paramyxovirus 8 strain goose/Delaware/1053/76	Avian paramyxovirus 8 strain goose/Delaware/1053/76, complete genome.
NC_039196	16050	Feline morbillivirus strain 761U	Feline morbillivirus strain 761U, complete genome.
NC_039197	15516	Menangle virus isolate Australia/bat/2009/Cedar Grove	Menangle virus isolate Australia/bat/2009/Cedar Grove, complete genome.
NC_039198	15522	Teviot virus isolate Cedar Grove	Teviot virus isolate Cedar Grove, complete genome.
NC_039200	11287	UNVERIFIED: Balsa virus strain CoB 76	UNVERIFIED: Balsa virus strain CoB 76, complete sequence.
NC_039201	13170	Curionopolis virus nucleoprotein	Curionopolis virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical proteins, and polymerase genes, complete cds.
NC_039202	13038	Flanders virus nucleoprotein	Flanders virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.
NC_008170	4986	Citrus leprosis virus C	Citrus leprosis virus C, segment RNA 2
NC_039206	11121	Jurona virus nucleoprotein	Jurona virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.
NC_039207	30148	Betacoronavirus Erinaceus/VMC/DEU/2012 isolate ErinaceusCoV/2012-174/GER/2012	Betacoronavirus Erinaceus/VMC/DEU/2012 isolate ErinaceusCoV/2012-174/GER/2012, complete genome.
NC_039208	25425	Porcine coronavirus HKU15 strain HKU15-155	Porcine coronavirus HKU15 strain HKU15-155, complete genome.
NC_039213	131557	Agrotis segetum granulovirus strain DA	Agrotis segetum granulovirus strain DA, complete genome.
NC_039216	14714	Bell pepper endornavirus isolate Penol	Bell pepper endornavirus isolate Penol, complete genome.
NC_039223	15192	Newcastle disease virus isolate JSD0812	Newcastle disease virus isolate JSD0812, complete genome.
NC_039228	8431	Koala retrovirus gag protein (gag)	Koala retrovirus gag protein (gag), pol protein (pol), and envelope protein (env) genes, complete cds.
NC_039230	14904	Avian paramyxovirus 2 strain APMV-2/Chicken/California/Yucaipa/56	Avian paramyxovirus 2 strain APMV-2/Chicken/California/Yucaipa/56, complete genome.
NC_039231	13373	Avian pneumovirus strain LAH A	Avian pneumovirus strain LAH A, complete genome.
NC_039235	9560	Chicken megrivirus strain chicken/B21-CHV/2012/HUN	Chicken megrivirus strain chicken/B21-CHV/2012/HUN, complete genome.
NC_039236	10950	Solenopsis invicta virus 2 isolate Florida-Sin	Solenopsis invicta virus 2 isolate Florida-Sin, complete genome.
NC_039237	12513	Bovine viral diarrhea virus 2 polyprotein gene	Bovine viral diarrhea virus 2 polyprotein gene, complete cds.
NC_006311	1807	Influenza C virus (C/Ann Arbor/1/50)	Influenza C virus (C/Ann Arbor/1/50), segment 5
NC_006309	2183	Influenza C virus (C/Ann Arbor/1/50)	Influenza C virus (C/Ann Arbor/1/50), segment 3
NC_010148	1361	Tomato leaf curl Bangalore virus-[Ban5] satellite DNA beta	Tomato leaf curl Bangalore virus-[Ban5] satellite DNA beta, complete genome.
NC_039238	12983	Rhesus macaque simian foamy virus isolate SFVmmu_K3T	Rhesus macaque simian foamy virus isolate SFVmmu_K3T, complete genome.
NC_039242	11700	Feline foamy virus DNA	Feline foamy virus DNA, complete genome.
NC_039199	13350	Human metapneumovirus isolate 00-1	Human metapneumovirus isolate 00-1, complete genome.
NC_034534	13593	Rochambeau virus nucleoprotein	Rochambeau virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical proteins, and polymerase genes, complete cds.
NC_034535	10853	Barur virus nucleoprotein	Barur virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.
NC_034540	11457	Keuraliba virus nucleoprotein	Keuraliba virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.
NC_034539	10968	Nkolbisson virus nucleoprotein	Nkolbisson virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.
NC_034536	12536	Itacaiunas virus nucleoprotein	Itacaiunas virus nucleoprotein, phosphoprotein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds.
NC_034382	35555	Cynomolgus adenovirus 1 isolate UK/UK-1/2004	Cynomolgus adenovirus 1 isolate UK/UK-1/2004, complete genome.
NC_034549	11478	Klamath virus nucleoprotein	Klamath virus nucleoprotein, phosphoprotein, hypothetical protein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds.
NC_034550	11397	Chaco virus nucleoprotein	Chaco virus nucleoprotein, hypothetical protein, phosphoprotein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds.
